chunk_id,chunk_text,manual_it_spend_tag,manual_relevant_text,notes
65,"I appreciate that. Yep So where would these staff be Within the can who unit they're statewide. So they're they're in different offices, but they report to a statewide system Okay, so this is not all in one place it's There is two main locations of some of those staff in kansas city and jefferson city And then there's a few other locations because of where they're we're hiring them. But yes, they're um, they're around the state so they're on page 886 there's um 48,300 for lease building lease payments So would that be one building and one lease like an expansion or is this to spread out across or is this just a Cost allocation of existing lease space or just clue me into what i'm looking at Normally, we'll ask for additional lease space for these staff. So depending it would depend on where we add them to so it could be we need to add space here in jeff city or If we're moving out state wherever we would need state, uh to add Lease cost to place. So it has not yet been identified.",FALSE,,
66,"No, okay. Very good. All right. Thank you All right, uh, the next section is page 888 This is the children's field staff and operations. Uh, so this is the funding for all of our field offices all the circuit Uh offices throughout the state. These are the staff that do the child abuse and neglect investigations They do the case management piece Uh, these are the supervisors and administrative support that support those staff and the very important work they do throughout the state And it's 111 million Uh, 11.5 million 48.6 million gr 1784.86 staff. Can you explain a little bit more on page 890 the last part there? Uh, This was a 19 million 125 thousand dollar increase from the previous year this project the project has not resulted in a finalized Contract causing the lapse I think in reference to the 21 million in fy24 So last year there was uh, the foster care module, uh that got it added to this section um, and that has not been finalized so if you look at the Uh 19.1 million dollars federal in that section a lot of that is due to that lapse of that that one-time module And that was a crossover with mhd, I believe So what's the status of that then? So the mo health net department has their own funding so they're moving forward with their internal funding on that at this point Thank you Okay, and so Let's see here. We so that was core reduced in 25 And that was the reason for the lapse and so that's all Squared away then. Yep. Okay, so That went forward and has that then been implemented is or is mhd still working on that? Do we know or I guess that's I think they're still working on we can get you a status to that project Very good. Thank you. Please proceed Next section on page Or 899 um is staff training a new decision item, so these are three additional staff on for the um, Children's division field. So as I discussed earlier in the day, we're talking about the high turnover rates We were underneath sort of a performance improvement plan Uh, one of the things identified is we got reviewed by the feds and other people is that our training curriculum isn't Quite up to snuff because we keep turning staff over It is important to get those staff You know handling cases as quickly and as effectively as possible in order to do that We need additional staff to do effective training for this staff because it was found that you know We we weren't getting those workers trained well enough in the past and so with these additional three staff that will help the statewide training and and Help hopefully lower that turnover rate, but even with the higher turnover rate help those uh staff be more effective at their jobs You know on this new staff and I don't know what I feel like we probably already passed the core item and I don't know where I should have directed it or where it would have been maybe just staff and operations, but we the um the prevention staff that we added which I think this ndi kind of alludes to on Page 900 about the you know support received but What's the status on on that? Can you speak to that? Because that was a pretty significant fte increase Uh Is that if we generally realized is that we've been staffed up in that regard? Yeah, we we've got most of those hired I think 97 of the 100 you're talking about the 100 prevention staff and those will be uh later on in the section You'll see Some of those broken out so we can kind of highlight those when we get there on the family centered services staff the team decision making um Do what? And the prevention staff, um, so yeah, those are Mostly hired and and working out there Okay very good and Are there any additional questions? Are there any questions on this ndi specifically? Okay.",FALSE,,
67,Thank you.,FALSE,,
68,"You may proceed All right. Next section is the health information specialist six staff in four and seventy eight thousand dollars These staff were hired and added due to the psychotropic drug uh Lawsuit that we had a couple years ago and some additional duties that our staff throughout the Field have to track and help manage these when we have children in custody that have certain Uh medicines prescribed to them and make sure those cases are being managed effectively Right now that kind of falls throughout the state. This would help us get six Uh six staff that would be selected just to do this job and take someof that work off the field staff. On page 904 in box 4 there it says CD is requesting FTE to hire additional health information specialists. How many health information specialists, how many FTE do we currently have within CD? Do you know that? I do not know off the top of my head but I can get back with you on that. Okay, we'd be curious to know what that number is and then what the vacancy rate is at present and to the extent there are any vacancies? I mean one is, again, I just don't know how many, what the universe we're looking at, but to the extent there really was any vacancies and I don't know if there is or isn't, but to the extent there was, you know, and again I'm really speculating at this point, but if it happened that there were, what's the rationale or the belief that, you know, we would be able to hire and recruit additional people if we have vacancies? So, but again, that's a theoretical question. Yeah, and we can go back and see if there's any vacancies in there. You know, they are doing a better job at hiring and so thankfully the General Assembly, as they have raised the salaries for these individuals across, you know, the workers, so we can take a look at that, you know, but our hope is at some point we can effectively fill all of our positions and reduce turnover. You know, which it hasn't been adopted yet, I don't know what the General Assembly will do as it relates to the pay plan that has been recommended by the Governor, but on that, I don't, it's been, seems like it was days ago, but I believe it was just some hours, you know, before session we were talking about the pay plan. There was that 1% piece, you know, additional to Children's Division. I don't, I believe I asked the question, forgive me if I did, but how did we arrive at that 1%? I mean, well, and I realized that this, no, you didn't come from the Department, but do you have any insight into that? I mean, why 1%? Why not a half of a percent? Why not 5%? Why not 3%? Why, I mean, why, why 1%? I would have to get back with you on it and see what the rationale. You're not aware of the methodology? No.",TRUE,Next section is the health information specialist six staff in four and seventy eight thousand dollars,
69,"To the extent there is any, and I'm just curious. I mean, we did, you know, we had been looking at trying to raise the salaries for workers across the board in Children's Division. There has been a focus on, you know, trying to get them more in line with, you know, what other states are. We're still quite a bit below. I hear you. Look, we've been trying that for years over here. Rationale 1 versus 5 or versus 10. I would have to get back with you on that.",FALSE,,
70,"Yeah. Okay, just curious if there, I mean, I understand at some point we're just trying to help where we feel like we need it, and so maybe that's just what the belief was, that there was ability to do at this time, but to the extent there is any, you know, method to the madness there. Just to loop back with you on the health information specialist team, they have 12 on the team currently with no vacancies, and so the additional request was because of the workload to improve and in those outcomes on that psych med settlement to continue to improve what we're doing in that space. Thank you.",FALSE,,
71,"Appreciate the follow-up. All right, next page on page 907 is the Bachelors of Social Work program, $308,000, 77,000 GR, 231,000 federal. This would be a tuition assistance program for both current staff that may be administrative assistants, the care aides, we have a, what do they call them? Case aides. Case aides, I'm sorry, throughout the state, so they're not quite to the level of a social worker. However, they are interested in this field of work. What they lack is maybe the actual degree, and so this would be a tuition assistance program to sort of assist those current case aides into making that next step, and then, you know, to a certain degree, even beyond that, if we can entice people to come in, start as case aides, and then get the tuition assistance to have a pipeline for social workers due to the high turnover, and then we're also enticing people that actually want to do the work into the division. Is there any additional eligibility criteria, or would there be beyond just that job class, to the extent, I guess, someone could get? No, it could be any job class. It's not going to be just case aides, but I think, you know, that's just the one we come to mind, that individuals that we know have a desire for that type of work, but it could, yeah, it wouldn't be any. So it's not even job class specific, it could be anybody that, I guess, could get into a program at an accredited university. Is there a, and you have kind of, there's limited tuition expenses and stipends, and you know, so that's delineated here. So to the extent the funding was available, and someone could qualify, they'd be eligible within the children's division. Yes, and social work, psychology, justice system, sociology, education, so the idea was to attract those, and we take a lot of interns into that space, and so really thinking about how we're recruiting those college interns with this tuition assistance, and then having a payback option on that. So it's really to recruit and retain, to take your case aides and move them into a different space, but also to look at your college students that are in those, some of those spaces, and then bring them into the division. Interns would be eligible? That's my understanding when in the review of the program. Okay, and then you've got the majority of this funding coming out of 610. Is that, is that a sustainable funding source, or would this be a GRP? Our goal here is to get the 4E training, the enhanced match for this program, which is $25.75. So our goal would be to try to get the enhanced 4E. All right, so you think the feds could potentially support this on an ongoing basis, your beliefs? All right, as long as we get, you know, we have to get their approval and meet all the criteria, but what happens if they don't approve it, we just don't do it? We'd have to, you'd probably get less, it'd be a 50-50 program versus a 75-25. Are there any other states doing this, to your knowledge, or? A lot of states that do BSW programs like this, and we have, currently have an MSW program, and actually the state of Missouri did a similar program, a BSW program, years prior, and then our landscape changed, and so we no longer supported the BSW program and moved only to the MSW. So this is really bringing back something we've done previously.",FALSE,,
72,"Thank you. All right, next line is a new decision item to expand the CARE portal. So the CARE portal is, it's a platform that basically, it helps connect a lot of our foster parents and connects them with some local resources, with churches, local entities, community partnerships, to help match those individuals up with the services that may be available locally to help them out. Right now it's, I think it's $500,000, this would take it to $750,000.",TRUE,"All right, next line is a new decision item to expand the CARE portal. So the CARE portal is, it's a platform that basically, it helps connect a lot of our foster parents and connects them with some local resources, with churches, local entities, community partnerships, to help match those individuals up with the services that may be available locally to help them out.",
73,"All right, the next section are staff for diligent search. This is 24 staff, $1.26 million dollars, $900,000 GR. This came out of Senate Bill 186, it was first funded in FY25, so these staff do specific duties to help do diligent search for relative kinship placements for those kids as soon as they come in custody, and to do that quickly and effectively. Next section is page 918, 20 staff for family-centered services staff. 20 staff, $3.6 million dollars, 2.8 GR. So these are staff that work with, as it talks about, family-centered services, so if a kid, they become involved, they have some issues, we get a hotline on them. If they're at risk of coming into CARE, one of the tools we have is to provide family-centered services, so these staff work with the family, do outreach, make sure those cases are, you know, they're mentoring the parents, providing preventative services, connecting them with local supports to help keep that child safe in their home and not coming into custody of the division. Next is page 925, team decision-making. Representative Mayhew, you have a question on this item, you may proceed. Thank you, Mr. Chair. So I've become aware of more than a couple of cases where we probably didn't follow that or the model that we're getting ready to talk about on 925, and I really want to talk to somebody about this issue, and so I'd love it if somebody would come by my office. I'd love to come have a conversation with you. I would really appreciate that because did I just happen to come across the two cases in the entire state of Missouri where we didn't follow our own rules? Maybe, I would, but I need to hear some more information before I can make the determination. And I would love to, because if this, I'm hoping it's an exception, but if it's the rule, we've got a real problem. We're putting a lot of effort into areas where none is required, and you know, when we look at this budget, it's, I mean, a hundred and eleven million dollars, and I hope that a bunch of that isn't wasted by duplication of effort and unnecessary processes put on on folks. So if you don't mind, if next couple of days hopefully, if the weather holds, that we could get somebody to chat with me about that. Absolutely, sir. Thank you, thank you, Mr. Chair. The next section, page 925, is team decision-making. 20 staff, 3.6 million, 2.8 GR. These staff specialize in helping coordinate the team decision-making model. These are where we bring in multiple different individuals and agencies that are involved with the case to makeone team decision-making and the best choice for the kid. Yeah and this is these last three have been part of that hundred so you got the 20 the 2020. All right all right next page is the FACES replacement page 932 are the CWIS which is the the federal name the Comprehensive Child Welfare Information System is the federal name FACES is our current systems name this is the the FACES is our current case management system for child welfare. We are looking at replacing that system this is 7.3 million dollars for the replacement of that system it's coming from the budget stabilization fund and 610 fund the budget stabilization fund would be the match and so this is ongoing for looking at this program in the future we are making taking a step back and making sure we're taking the right approach with the RFP and following making sure we're making good decisions on this. So I thought we were going like for COTS type product originally is that still not the case or I think and I don't know where it's gonna end up we've been looking at doing an RFP and a COTS and things like that I think with the new director okay so with the COTS for CWIS we have a couple of different options but the ones that are running in other states or have been implemented don't have federal there's like two and they don't have kind of the federal stamp of approval yet except for the ones that were built in-house so the COTS solutions to this aren't are in like a very early stages where if you see like a COTS solution on home and community-based services case management we have those that have been established for decades and running so that's something where we want to look at what are the other options what states we don't want to be a guinea pig state for a COTS solution to be approved by Child and Family Services federal level so what does that mean effectively as in like are we worried about the the IT solution itself and its applicability or its usability or we worried about the federal match participation or both both both okay well yeah I don't that sounds terrible if it's we're not confident on either one of those Minnesota implemented a Medicaid as I think it's Minnesota I don't want to talk about about another state and it'd be the wrong state but it's not like it's a person so but the a state implemented their Medicaid case management system and it never got certified through Medicaid so they're playing 100% GR instead of the 90-10 well don't do that representative Voss you proceed please thank you I was just inquiring around who's leading this is this an ITSD led review or implementation or is this within the department all of the IT projects are joined so we will have a it will be a actual OA contract at the time but we our staff have been working together there's an IT project manager and then there is a point of contact lead at the Social Services Department and Children's Division ultimately I think when you're implementing a project like this it always comes back to the department who owns the system who has really the responsibility IT is our support away IT is our support in implementing and they have a lead but we have the ultimate responsibility so does that mean that DSS will be signing off on each of the program gates to include that we've mapped all of our work processes that we have all the user tests and system tests all identified and authorizing payment to any vendor that we select that would be correct so we make those when in any IT project we develop those milestones that they have to meet in terms of user accepts and user acceptance testing why can't I say that right now you wait for our UAT training it's it's past that time and any of the other deliverables around that and then that is something the department signs off on ultimately away can review that but we would send payment out only after that milestone has been demonstrated got it yeah we just we can improve our hit rate as a state on some of our IT system improvements and I think it's really important that we collaborate together I think we've got some good teammates over at ITSD but want to make sure that we're leveraging their knowledge and experience because we've got a recent example on our childcare payment system that well we could have done a lot better I think I just want to make sure that something as large as our Medicaid program that we're not paying all GR because we had too much pride in our departments in our ITSD group and one of the things I'll talk about is just the reality of something I talked about the beginning very briefly and that I wanted to take a step back on larger IT projects when you have the consolidation of oh a IT a decade ago I want to belabor this point because it is very late and what you had was departments had to create their own project management teams internally in order to make sure this goes well some have had more flexibility and in time to do that over the years some have not so you'll see it like mental health is a little bit further along but it social services we need a little bit more IT internal infrastructure to support this thank you mr. chair what is the new timeline or is there one or is it indeterminate at this period in time because I think if we were I don't remember what it was but I feel like a year or two years ago when we first you know we're talking about this you know like what you're saying now and I'm not saying like it sounds like this probably best course of action but I don't think then it was said that where you are today is where we would be that makes sense yeah that's fair we you know I think back then a couple different directions were taking taken with this and we thought we'd be further along but we you know because there's been different options thrown out and so I think in looking at it I don't know if I can give you a timeline today on where we'll be because a lot it depends on on what options and in what kind of approach we take with this whether it be an RFP or NASBA or things like that I think originally when we talked to you I think there was some idea that was from COTS but I think as they got down some of those paths they realized okay this maybe isn't the right path and then they backed out and tried a different path and and I think we've tried a couple different paths that haven't panned out for us okay well just when you get a little bit more clarity around that I don't know if that's two months from now during the interim but you know follow-up yeah you know certainly be appreciated and obviously I know this is you know I think we've been sold on the importance over time which is why we've you know appropriated the money but it's clearly your people in the field and from my understanding faces leaves a lot to be desired so I'm sure you all are would like to find a good solution that addresses the needs of the division and you know it's not for lack of desire on your part so a little more clarity around that yeah any update would be appreciated and with that we can continue all right the next section is page 937 this children's division staff training so these are the E&E dollars that we use for transportation training curriculum in actual training in some places contractual or E&E dollars for the training for our children's division staff the next section is page 942 and this is the children's staff training special investigations this is five hundred and sixty nine thousand six hundred eleven dollars this is stimulus dollars we are working with a contractor for evident change in developing updates to our risk assessment tool and also some money for an RFP for training to identify advanced domestic violent and intimate partner violence training next section this page 947 this is a prevention trafficking and exploitation $107,000 and one staff this is administrative sport for the statewide Council on sex trafficking and sexual exploitation of children next section is on page 953 prevention of human trafficking this is two hundred and seventy four thousand dollars these were federal stimulus dollars these were contractors a contract developing general safety and child trafficking risk factors and prevention training for resource parents they will start rolling out training hopefully by the end of February and will last over the next six months this funding does have to be spent or liquidated apologize not spent liquidated by 1229 2025 next section is page 958 these are prevention of human trafficking grants this is a contract with gateway to human trafficking this is for create and disseminate information and pamphlets around to schools around their prevention and identification of trafficking next section is page 963 this is a brief strategic family therapy this is one of the new programs that we originally identified underneath families first that would be eligible for 5050 funding for the feds most prevention money before family first was a hundred percent GR so state-only funds the feds weren't participating in prevention activities the family first legislation changed that but it's got to meet a lot of differentcriteria including be proven out to fidelity. This is one of the programs that out there that we originally identified.",TRUE,All right all right next page is the FACES replacement page 932 are the CWIS which is the the federal name the Comprehensive Child Welfare Information System is the federal name FACES is our current systems name this is the the FACES is our current case management system for child welfare.  We are looking at replacing that system this is 7.3 million dollars for the replacement of that system it's coming from the budget stabilization fund and 610 fund the budget stabilization fund would be the match and so this is ongoing for looking at this program in the future we are making taking a step back and making sure we're taking the right approach with the RFP and following making sure we're making good decisions on this. So I thought we were going like for COTS type product originally is that still not the case or I think and I don't know where it's gonna end up we've been looking at doing an RFP and a COTS and things like that I think with the new director okay so with the COTS for CWIS we have a couple of different options but the ones that are running in other states or have been implemented don't have federal there's like two and they don't have kind of the federal stamp of approval yet except for the ones that were built in-house so the COTS solutions to this aren't are in like a very early stages where if you see like a COTS solution on home and community-based services case management we have those that have been established for decades and running so that's something where we want to look at what are the other options what states we don't want to be a guinea pig state for a COTS solution to be approved by Child and Family Services federal level so what does that mean effectively as in like are we worried about the the IT solution itself and its applicability or its usability or we worried about the federal match participation or both,
74,It's two million dollars. Currently we still haven't implemented this program. We're trying to find providers. We're looking at putting some drafts out there by the middle of March and and have a service provider draft completed by hopefully April sometime. But one of the difficulties here is meeting fidelity and getting providers that can basically for lack of better words jump through all the hoops needed to meet the federal requirements. Representative Mayhew you have an inquiry you may proceed. Yes so but I mean we've been we've been appropriating for this for three years now and so we what's what's been holding us up on that. We can't come up with an RFP or what what's what are we doing? We can the RFP is not necessarily the problem. The fidelity monitoring and the requirements to have these therapies and have the service providers that are able to to do those pieces has been part of the concern and a lot of that groundwork has been laid and I think we're in a space to move this forward. But there have been some concerns previously I think with some of the service providers. So these aren't our normal compass health and people like that to do this kind of stuff? No so the the brief strategic family therapy and the parent-child interaction therapy which is the next I think line item sorry but both of them were specific therapies that are put into the the plan. However the fidelity monitoring and some of the requirements say that you can only be certified in those therapies and so then when you get into some of our service providers they're certified in a lot of therapies. Hang on a second. Sorry. You can only be certified in that one specific thing? Some of these have those types of requirements on them yes and that's part of the family first all a lot of the a lot of the programming within the hoops with the federal pieces have a lot of requirements that make it very difficult to provide the find the providers that can meet the requirements. So yet another bureaucratic mass created by the federal government writing that I'm certain that the federal statute didn't contemplate that particular situation that had to be a federal bureaucrat writing a rule of their interpretation of the statute. Speculation on my part you don't have to speculate. So what does that mean that we have to then go find only that one individual in the entire country who has that one certification? So we would partner with the model purveyors so they own basically the rights to these therapies and help provide the training to people who are willing to become the service providers for those things. Not all therapies have those requirements but many of them have those requirements because now listen my clinical social worker nerds gonna kick right in guys because if I'm trying to show fidelity to a particular model I have to say that I'm only doing that thing and if I'm doing multiple things it may look like I'm not I'm not a purist to that model and so the feds have really strict requirements on having those things available and being able to say yes I'm only doing this model and yes we got this outcome. So it's a really outcome driven kind of mindset. Assumes that only that particular model will work. Correct. Based off of the outcomes driven from those models and those are based off the title for a clearinghouse if you guys are interested in some light reading go you can do it tonight when you're done I'm sure you'll have all the energy to do it. Well it sounds to me like it's a bureaucratic monopoly created to drive the price of whatever that is up. And maybe that's so but there there are some ways to move this forward there are some there are some ways to do this there's been a lot of hoops to get to where we are right now. Well I think I'm calling Elon Musk on this one. Thank you thank you Mr.,FALSE,,
75,"Chair. Are there states that we're aware of that have had success you know that have kind of broken through because and we'll get to the you know the generalized grant here in a minute obviously a few tabs away but you know we've had virtually no expenditures and every year I mean it's like Groundhog Day and again I'm not casting aspersions I don't know I'm not suggesting for one moment it's for lack of desire trying on the department's part but it's like well we think this will be the year we're hoping that it you know and and I mean what you just said frankly again with all due respect and I'm not suggesting that it's in any way the fault of anybody within CD or DSS but it I mean it was probably something very similar said by somebody last year and the year before that so I mean is anybody having success I mean is there somebody we can look to that's kind of figured it out and not have to reinvent the wheel or is everybody right where we are? A lot of states are right where we are there are some states that have moved forward with certain pieces of this and exploring other options and one of those things and I will eventually get to there get to it we've partnered with Chapin Hall who's national consultant to help us move forward but they've been on the groundwork of this so there's a few states that are making headway here but there's a lot of states in a similar space as us they've figured out that this has been difficult to move forward. Yeah and I don't maybe I don't know if this is what Representative Mahe was suggesting or not but I mean and again this is outside of our control but maybe it's at some point the federal government to the extent where we're gonna maybe they set the bar just a little bit too high great to have you know high expectations and standards and whatnot but I mean it almost seems unattainable at this point because again I appreciate that you all are trying I have no confidence that this is you know that we'll be back here and see any expenditures on this item next year so I hope I'm wrong but it has been you know just year after year and same same result and again I know not because of lack of desire trying on on the part of the department but it just it is what it is so anyway please proceed right the next section on page 968 is the parent-child interact therapy again it's 1.9 million similar to what their previous on the brief strategic therapy this is part of one of the ones on the clearinghouse that's identified that can receive 50 50 percent funding however again due to the things we just talked about has been difficult to get off the ground next section this is the birth match program this is six hundred and sixty one thousand dollars of TANF so house bills 429 432 establish the birth match program basically what this is is a birth match between our data on individuals that have had apparent rights terminated who then have a another child within Department of Health and Senior Services so there is a referral over to us and we will do a health and wellness visited visit with that individual this section funds staff to help do that statewide although it's you know not necessarily just to staff that do this it might be the local staff but also provides these services and wraparound services that they may need when they do that child visit representative may he you may proceed yes but we've never done it there's a zero expended funds so one of the difficult things we've had with this program is there have been do we know how many kids we've done around 250 in the past a lot of this money has been tied up in different sections so if they do the visit itself and no wraparound services are needed then there's no expenditures so what it's it's late I apologize what what is the need for this why why do we even need this program well it's in statute so in the program itself is something we're required to do by statute if you're talking about the dollars yeah I mean they're there in case we would need something like that wraparound services so what would be a wraparound service and you know I hate getting too far into the weeds but give me an example of something other than the visit that we're talking about that that that would be employed here it might be in I do not know what all not being a social worker what all different services may need be required by these but it may need be things like mentoring counseling similar to our treatment type services which we apparently have not felt the need to do on any of them for the last three years okay and now these the money that's that's appropriated for this is just it has to be appropriated for that specific thing it looks like it's just coming out of TANF this was line itemed yes it's TANF this funding could be used for any other thing but this line item it can only be used for the birth match program right so and we have passed a statute that required this program to require the birth match program right and to the degree we have expenditures we'd pull them out of this line okay thank you all right next section page 978 is children's treatment services 25.5 million total 15.2 million GR and 10.2 million federal so these would be as kids come in into care this would be traditional CTS services including mental health assistancebehavioral health services, family therapy, group therapy, individual therapy, parent aids, etc. Also in this section we have a contract for intensive in-home services. I believe off top my head that's around 12 or 13 million dollars. What they do is if a child is at risk, the contractor provides intensive in-home services and family unit to help keep that child in the home and keep them from coming into care. Next section, page 984, these are crisis care. Crisis care agencies provide support via contract to kids who are in parents. So the parents have a crisis going on as it says or needs a safe place for that kid to go for eight hours a day, a couple days, until they resolve whatever situation is going on, whether it be a domestic violence situation, legal situation, anything where there's a risk to the child, they can bring them to these agencies, drop it out, take care of that, and then come back and pick up the kids. These go to like the Joplin area Children's Haven, Kansas City area Synergy, Annie Malone, Springfield area, Isabelle's house, etc. Representative Boggs, you have an inquiry, you may proceed. Yeah, Mehue may not want to get in the weeds, but chiggers, there's no chiggers right now, it's cold. So 973, maybe this is where Mehue was going with this, this is kind of question I have. So I see F2, FTEs, if I can still say that at this hour, and so maybe that would help maybe explain to us what, where the FTEs are, if they're just not filled positions, or if that's just two FTEs that would happen to play in. So they're not two specific FTEs that do the birth match, so what we'd have to do for these staff is try to identify when these staff go out to these 250. So if you think about it, we don't have two staff going out all 250, it's a local person doing that, and to date we haven't figured out a way to allocate that time back to this section. So if you have, this might be 250 staff statewide that have done one each visit. It equates to basically two FTE, but we haven't figured out a way yet to basically track those staff's time and bill it to this section. Okay, I think I understand that.",FALSE,,
76,"So let's, let's move on. Sorry to backtrack, but I just saw that and thought maybe that would work into the explanation. But, and also the services are in here there too, so there's two different pieces in there. Okay, so that's probably what it is. So thank you. Thank you, Mr. Chairman. 989. 989, this was added last year for court ordered drug testing. We're still getting off the ground and identifying some of these, but this provides and pays for drug testing whenever, for parents that were involved with, whenever the court orders it. Next is the Family First section. This is zeroed out, it gets added as one time. It is the transition dollars that we just talked about, and we can talk about the NDI later on. This was broken out into five different sections, and we can kind of run through each one of those. We originally received ten million dollars, it's got to be liquidated by 12, 29, 25. We still have around six million dollars remaining of these funds. If you look at, through the different sections, there was community setting grants set up for these individuals that, you know, there was some expenditures there, not a lot. FVPSA community setting contracts, things that were appropriated over the years, and there we spent $325,000 in FY 24 development startup prevention programs around figuring out ways to get providers to set up some of these prevention programs, like the ones we are just talking about, where they have to meet fidelity. But again, we've been having a difficult time finding providers to meet all that different difficult federal requirements around these to get these set up. We did have $569,000 around there to try to help set some of these programs up. Foster Care Res Treatment, and there were some grants to providers to help them meet some of the Family First prevention acts, and again that is zeroed out. The new decision item page on 1024 is to basically continue that funding into FY 26, which will be the last year you see that. We do have a current spend plan around the Family First item, if I can find it back, that talks about sort of the community settings grants, kind of where we're at with those development startup prevention programs. We are working with, like they said, Chape and Hall to design and integration and motivation interviewing into their practice, and I don't know if you want to talk about that one. No, okay.",FALSE,,
77,Thanks. So there's all these different ideals that we have that we're going to try to get implemented by December. Sounds great.,FALSE,,
78,"Wish you the best. I mean, you know, my frustration continues with, and again, maybe I need to fly to Washington and talk to my member of Congress, but you know, I mean, we, and again, it's hardly been troublesome to me, although I've spent countless hours over the past seven years thinking, talking about Families First. We've had subcommittee hearings when I chaired the subcommittee for 1011, and we've, you know, had budget machinations, and it's like totally turned on the head, turned on its head, you know, how we do res treatment, obviously. It's, you know, incurred more cost of state because the federal government wants to, and sounds great, right? Like we want to do more prevention, and so they'll help us pay for that, but they're not gonna help us pay for institutionalization. I get all things equal. That's not great, but then they really won't help us pay for prevention, you know, and because at least that's not been our experience. We hadn't figured out how to make it work, so it's really incredibly frustrating, but, and again, my frustration is not at the two of you or anybody at the department, but boy, this just has never worked, and I hope one day it will, but it's, it sure hasn't yet, and the sad thing is, like, there's real people behind these numbers, and I don't know that we're doing any better by anybody, and certainly, again, I, it's laudable and admirable that we would focus more on prevention, and it just, you know, maybe one day we'll realize it, but we've got a long ways to go, so I sure hope our federal partners will partner with us at some point and make this work, because I feel like you all, and there's been support from the General Assembly, we've sure, I feel like, done our part. No, I agree with your frustration. It has been difficult because they said they would fund prevention, but only if you do it certain ways and exactly their way. Yeah, which seems, you know, almost to be an impossibility, but anyway, we can, I digress, we go on, but, you know, there's no reason to, so let's move on till next year.",FALSE,,
